('karaf-4.2.2', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/ShellFactoryImpl.java', 'KARAF-6112', '9551dc2842f2467b965a6710a0c1ae223b3ccad3')
('karaf-2.3.1', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Action.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.3.1', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/AbstractCommand.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.3.1', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Option.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.10', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/ActionPreparator.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.10', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Action.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.10', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/AbstractCommand.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.10', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Option.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.3.0', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/ActionPreparator.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.3.0', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Action.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.3.0', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/AbstractCommand.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.3.0', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Option.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.9', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/ActionPreparator.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.9', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Action.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.9', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/AbstractCommand.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.9', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Option.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.8', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/ActionPreparator.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.8', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Action.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.8', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/AbstractCommand.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.8', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Option.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.7', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/ActionPreparator.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.7', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Action.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.7', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/AbstractCommand.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.7', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Option.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.6', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/ActionPreparator.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.6', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Action.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.6', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/AbstractCommand.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.6', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Option.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.5', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/ActionPreparator.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.5', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Action.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.5', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/AbstractCommand.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.5', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Option.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.4', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/ActionPreparator.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.4', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Action.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.4', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/AbstractCommand.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.4', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Option.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.3', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/ActionPreparator.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.3', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Action.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.3', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/AbstractCommand.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.3', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Option.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.2', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/ActionPreparator.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.2', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Action.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.2', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/AbstractCommand.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.2', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Option.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.1', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/ActionPreparator.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.1', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Action.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.1', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/AbstractCommand.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.1', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Option.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.0', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/ActionPreparator.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.0', 'shell/console/src/main/java/org/apache/felix/gogo/commands/Action.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.0', 'shell/console/src/main/java/org/apache/felix/gogo/commands/basic/AbstractCommand.java', 'KARAF-2606', 'b625fa5ecdeb6697e7b47740893f86e04a17be4b')
('karaf-2.2.9', 'features/obr/src/main/java/org/apache/karaf/features/obr/internal/ObrResolver.java', 'KARAF-1759', 'e72765fa8c569ad73639e5102f7a278d61d69428')
('karaf-2.2.8', 'features/obr/src/main/java/org/apache/karaf/features/obr/internal/ObrResolver.java', 'KARAF-1759', 'e72765fa8c569ad73639e5102f7a278d61d69428')
('karaf-2.2.7', 'features/obr/src/main/java/org/apache/karaf/features/obr/internal/ObrResolver.java', 'KARAF-1759', 'e72765fa8c569ad73639e5102f7a278d61d69428')
('karaf-2.2.6', 'features/obr/src/main/java/org/apache/karaf/features/obr/internal/ObrResolver.java', 'KARAF-1759', 'e72765fa8c569ad73639e5102f7a278d61d69428')
('karaf-2.2.5', 'features/obr/src/main/java/org/apache/karaf/features/obr/internal/ObrResolver.java', 'KARAF-1759', 'e72765fa8c569ad73639e5102f7a278d61d69428')
('karaf-2.2.4', 'features/obr/src/main/java/org/apache/karaf/features/obr/internal/ObrResolver.java', 'KARAF-1759', 'e72765fa8c569ad73639e5102f7a278d61d69428')
('karaf-2.2.3', 'features/obr/src/main/java/org/apache/karaf/features/obr/internal/ObrResolver.java', 'KARAF-1759', 'e72765fa8c569ad73639e5102f7a278d61d69428')
('karaf-2.3.3', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/properties/PropertiesBackingEngine.java', 'KARAF-2607', '5480aa9e181ac8c71e3b6efb9d07b93013d3fec6')
('karaf-2.3.2', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/properties/PropertiesBackingEngine.java', 'KARAF-2607', '5480aa9e181ac8c71e3b6efb9d07b93013d3fec6')
('karaf-2.3.1', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/properties/PropertiesBackingEngine.java', 'KARAF-2607', '5480aa9e181ac8c71e3b6efb9d07b93013d3fec6')
('karaf-2.3.0', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/properties/PropertiesBackingEngine.java', 'KARAF-2607', '5480aa9e181ac8c71e3b6efb9d07b93013d3fec6')
('karaf-2.3.3', 'shell/console/src/main/java/org/apache/karaf/shell/util/ShellUtil.java', 'KARAF-2605', 'd2be2992e0e9aab18387e8aad20c1c5f3426eb12')
('karaf-2.3.3', 'bundle/command/src/main/java/org/apache/karaf/bundle/command/StartLevel.java', 'KARAF-2605', '2102674be8fcb1c651d10b5e2be0209aa1aaacef')
('karaf-2.3.3', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-2605', '2102674be8fcb1c651d10b5e2be0209aa1aaacef')
('karaf-2.3.3', 'system/command/src/main/java/org/apache/karaf/system/commands/Shutdown.java', 'KARAF-2605', '2102674be8fcb1c651d10b5e2be0209aa1aaacef')
('karaf-2.3.2', 'shell/ssh/src/main/java/org/apache/karaf/shell/ssh/SshAction.java', 'KARAF-2605', '2102674be8fcb1c651d10b5e2be0209aa1aaacef')
('karaf-2.2.9', 'deployer/features/src/main/java/org/apache/karaf/deployer/features/FeatureDeploymentListener.java', 'KARAF-1754', '48b083a48980cbc8d79c305df4657d87755ef38b')
('karaf-2.2.8', 'deployer/features/src/main/java/org/apache/karaf/deployer/features/FeatureDeploymentListener.java', 'KARAF-1754', '48b083a48980cbc8d79c305df4657d87755ef38b')
('karaf-2.2.7', 'deployer/features/src/main/java/org/apache/karaf/deployer/features/FeatureDeploymentListener.java', 'KARAF-1754', '48b083a48980cbc8d79c305df4657d87755ef38b')
('karaf-2.2.6', 'deployer/features/src/main/java/org/apache/karaf/deployer/features/FeatureDeploymentListener.java', 'KARAF-1754', '48b083a48980cbc8d79c305df4657d87755ef38b')
('karaf-2.2.5', 'deployer/features/src/main/java/org/apache/karaf/deployer/features/FeatureDeploymentListener.java', 'KARAF-1754', '48b083a48980cbc8d79c305df4657d87755ef38b')
('karaf-2.2.4', 'deployer/features/src/main/java/org/apache/karaf/deployer/features/FeatureDeploymentListener.java', 'KARAF-1754', '48b083a48980cbc8d79c305df4657d87755ef38b')
('karaf-2.4.3', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManager.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.4.3', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.4.3', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/JaasSecurityProvider.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-3.0.4', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.4.2', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManager.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.4.2', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.3.11', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.3.10', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-3.0.3', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.4.1', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManager.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.4.1', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.3.9', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-3.0.2', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.4.0', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManager.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.4.0', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.3.8', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.3.7', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.3.6', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.3.5', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.3.4', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-3.0.0', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.3.3', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.3.2', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.2.11', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-3.0.0.RC1', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.3.1', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.2.10', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.3.0', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.2.9', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.2.8', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.2.7', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.2.6', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.2.5', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.2.4', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.2.3', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.2.2', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.2.1', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-2.2.0', 'webconsole/console/src/main/java/org/apache/felix/webconsole/internal/KarafOsgiManagerActivator.java', 'KARAF-3930', '9cec8766d72af263dd962e0c578457d6d436e5d4')
('karaf-4.2.3', 'main/src/main/java/org/apache/karaf/main/ConfigProperties.java', 'KARAF-6180', 'dbebcc6bbfba743431d55e96043f0ba7dcec5810')
('karaf-2.4.3', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-3.0.4', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-4.0.0', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-4.0.0.M3', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-2.4.2', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-2.3.11', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-4.0.0.M2', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-2.3.10', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-3.0.3', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-2.4.1', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-2.3.9', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-4.0.0.M1', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-3.0.2', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-2.4.0', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-2.3.8', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-2.3.7', 'jaas/modules/src/main/java/org/apache/karaf/jaas/modules/syncope/SyncopeLoginModule.java', 'KARAF-3929', 'b5817f6c6d5d3dcac96ecc1b2610be78495c7a9c')
('karaf-2.1.3', 'features/core/src/main/java/org/apache/karaf/features/internal/FeaturesServiceImpl.java', 'KARAF-442', '639eb892694b9b4e008ed33f18801aeed6ac9a23')
